unique_book_id,published_year,book_id,published_by,available
448238,1953-08-26,285912,"Austin, Lawrence and Jones",Available
186095,1950-07-05,17787,"Brooks, Kerr and Maddox",Available
579314,1944-08-27,775374,Bell-Schwartz,Unavailable
448243,1918-08-22,160950,"Stuart, Hebert and Stewart",Unavailable
579319,2004-12-12,124723,Kelly-Odonnell,Unavailable
448248,1959-07-14,493375,"Brooks, Banks and Jones",Available
841473,1949-01-10,985292,Skinner-Santos,Available
841474,2020-07-16,736859,Anderson Ltd,Available
448266,1926-09-12,827851,Brewer-Pacheco,Unavailable
579342,1914-02-10,229181,Gay-Chan,Available
186131,2008-01-30,652910,Gates-Sharp,Unavailable
972566,1917-06-07,38988,Lester Group,Unavailable
448287,1908-01-27,994298,"Williams, Hancock and Mcpherson",Available
579360,1986-05-12,577120,Dixon-Mcintosh,Unavailable
186148,1901-11-27,61243,Cervantes-Dean,Available
317220,1965-01-01,383812,"Willis, Hamilton and King",Unavailable
972582,1907-05-03,410795,Yang and Sons,Unavailable
448296,1937-08-28,228613,Blake PLC,Available
448302,1947-09-27,835082,Friedman PLC,Unavailable
579375,1985-06-25,883955,Guerra PLC,Available
710449,2002-10-22,746687,Gonzalez-Hamilton,Unavailable
186162,1910-03-10,45213,Molina-Hester,Available
186167,1933-05-26,188458,Hall Ltd,Unavailable
55098,1904-07-21,446377,"Morgan, Daniels and Martin",Unavailable
317242,2008-08-03,117086,Scott-Liu,Available
448316,1938-07-12,192519,"Small, Goodwin and Moran",Available
448320,1954-01-13,643243,"Moore, Fritz and Walker",Unavailable
55104,2009-10-28,208688,Franklin-Long,Available
972610,1910-06-11,363259,"Rhodes, Moon and Thomas",Available
55111,1921-09-02,265703,Berger and Sons,Unavailable
448327,1980-06-24,873591,Oconnell-Coleman,Available
317259,1911-04-01,289465,"Matthews, Roberts and Hanson",Available
317260,1940-06-06,683710,"Washington, Hughes and Brown",Unavailable
448331,1916-07-12,862110,Skinner PLC,Available
841553,1977-09-23,934656,Jones-Johnson,Available
710485,1948-02-02,75210,Lucas Inc,Available
317271,1947-06-21,609508,"Marquez, Miranda and Andrews",Unavailable
186199,1910-09-01,678932,Berry PLC,Unavailable
448347,2006-07-20,59123,"Adams, Schultz and Garza",Unavailable
186206,1968-10-23,357257,"Shelton, Hines and Perry",Unavailable
841571,1994-08-05,341374,"Nicholson, Smith and Johnson",Unavailable
579429,1914-04-15,383197,Navarro-King,Available
186222,1929-02-05,72853,Fitzgerald-Graham,Available
448366,1996-01-02,129446,"Patel, Hebert and Flowers",Available
317295,1979-05-08,683710,Davis-Krause,Available
448372,1941-12-30,813820,Davis Inc,Unavailable
448386,1983-10-08,159140,Diaz Ltd,Unavailable
55174,1953-09-06,276721,"Perez, Wright and Tucker",Available
710537,1907-11-12,10652,Wiggins and Sons,Available
186251,1961-10-17,876040,"Harrell, Johnson and Davis",Available
448397,1947-04-04,203238,Escobar-Hahn,Unavailable
317326,2007-06-18,837225,Underwood-Scott,Available
55182,2019-10-04,141408,Rodriguez Inc,Available
841615,2011-08-15,3376,"Best, Moore and Ferguson",Unavailable
317332,1999-11-03,342316,Hayes Ltd,Available
317337,1907-09-16,37209,Elliott LLC,Available
186267,2017-03-18,241190,Juarez-Harvey,Available
710557,2015-04-22,612139,"Price, Morris and Hawkins",Available
55198,1967-03-04,80642,"Burns, Hill and Miller",Available
55200,1937-05-22,868800,"Morrison, Reid and Johnson",Available
317351,1996-03-29,848179,Michael PLC,Available
448426,1955-06-26,122373,"Sloan, Reese and Howe",Unavailable
841648,1939-06-22,67736,"Wilson, Miles and Fischer",Available
841650,1983-11-23,441203,Moore-Ayala,Unavailable
841653,1927-02-08,594644,Phillips-Lee,Available
710584,2004-07-20,548069,Henderson LLC,Unavailable
317373,1992-07-24,804686,Smith-Wilcox,Available
55237,2003-10-06,693033,"Raymond, Smith and Hayes",Unavailable
579527,1953-07-23,151796,Rollins-Perkins,Available
448455,2007-12-24,96216,Mueller-Rodriguez,Available
710601,2016-01-07,548069,Williams-Craig,Unavailable
186319,1919-02-18,769248,Powell-Craig,Available
841682,1922-03-07,177657,Flynn-White,Available
448467,1926-03-15,212554,"Collins, Cohen and Holland",Available
972760,1995-02-06,62942,"Bush, Johnson and Bolton",Unavailable
55257,1917-03-17,298423,"Montgomery, Hamilton and Gonzalez",Available
186331,2021-05-15,403068,Garcia-Rodriguez,Unavailable
710626,1941-01-17,764686,Nguyen-Nunez,Unavailable
972772,2021-12-25,673111,"Smith, Griffin and Jordan",Unavailable
448488,1998-02-27,358231,Wood PLC,Available
55272,1940-09-12,937831,Hicks-Molina,Available
317422,1997-02-13,601124,Mitchell-Novak,Available
579567,1920-07-11,964100,Gray Inc,Unavailable
710646,1925-03-14,378661,Jackson-Graves,Available
579577,1988-01-30,564661,Sullivan and Sons,Available
710650,1976-09-08,526474,Morrison PLC,Available
186368,1900-08-23,708382,Young-May,Unavailable
710658,1992-02-23,273607,Griffith-Cohen,Unavailable
841731,1957-08-12,204452,Shaw LLC,Unavailable
841732,1903-08-24,670715,Johnson Group,Unavailable
317445,1944-07-14,323009,Kelly LLC,Available
710662,1904-03-08,831792,"Craig, Miller and Gonzalez",Unavailable
317447,2021-07-05,316621,"Franco, Parker and Santos",Unavailable
448519,1935-07-31,615868,Torres Group,Available
841737,1970-09-16,591769,Wu-Moore,Available
317449,1935-02-24,71000,Ellison Inc,Available
579594,1967-07-30,137938,"Ross, Stuart and Miller",Available
841736,1918-08-29,670945,"Young, Thompson and Rivas",Unavailable
55312,1972-03-12,435048,"Shaw, Davis and Davenport",Available
710672,1999-06-28,77916,Lynch-Whitney,Available
579605,1911-10-26,199917,Johnson Group,Available
448536,1931-02-01,284911,Case Group,Available
55322,1933-11-10,48406,"Jarvis, Gomez and Dunn",Unavailable
186396,2001-06-09,189591,Mccarthy and Sons,Unavailable
841756,2014-07-30,953295,Wood-Palmer,Unavailable
448543,1969-04-29,574917,"Johnson, Rodriguez and Barnes",Unavailable
55328,1997-12-25,886691,"Silva, Murillo and Hull",Unavailable
841760,1959-03-07,234019,Escobar-Ellis,Unavailable
186409,1918-08-05,187329,Boyer Group,Unavailable
710699,1900-07-08,894667,Lloyd-Wells,Available
972848,1976-03-17,259242,"Poole, Davis and Harrington",Available
841777,1976-10-12,222274,"Ball, Lewis and Webb",Unavailable
579634,1995-11-14,271852,Weber Ltd,Unavailable
55350,2004-01-25,441711,Matthews-Robles,Available
841785,1922-01-27,34467,Black-Mccarthy,Unavailable
972864,2000-09-23,998849,Gonzalez-Moore,Available
186434,1941-09-26,523061,"Edwards, Floyd and Smith",Available
448579,1999-07-16,248381,Lopez Inc,Unavailable
579650,2007-06-06,844374,Cooper-Hoffman,Available
710726,1987-06-12,158023,Rivera PLC,Available
579655,2020-08-21,140761,"Nichols, Martin and Singh",Unavailable
448586,1917-06-24,478805,"Craig, Mosley and Ferguson",Available
579662,1926-06-11,29665,Martinez-Wilson,Available
448591,1919-03-06,886691,Ruiz Inc,Unavailable
317523,1974-02-16,513114,"Bautista, Sandoval and Green",Unavailable
55395,1951-02-11,989734,Jones and Sons,Unavailable
317544,1960-04-14,702329,Garcia Ltd,Available
55408,1937-07-24,734553,Black Group,Available
579699,1934-01-12,619149,Ramirez PLC,Available
317555,1927-09-13,558883,"Miller, Jimenez and Moore",Available
448628,2016-06-24,940777,Anderson PLC,Available
448632,1993-04-23,211239,Schaefer Inc,Available
710778,1925-08-10,827401,Roberts-Mendoza,Available
841850,1907-03-19,984778,"Huffman, Bryant and Escobar",Available
448636,1951-01-11,118001,Aguirre and Sons,Available
317567,1969-11-17,147637,"Harrison, Patel and Meyers",Unavailable
448646,1983-03-06,925685,Henry PLC,Unavailable
972935,1956-03-12,113459,Collins PLC,Available
55434,1910-12-11,134948,"Porter, Hill and Campbell",Available
448657,1967-11-15,175102,"Adams, Davis and Atkinson",Available
579732,1906-10-01,137127,"Holloway, Rivers and Paul",Available
972948,1952-02-10,162472,Sparks Ltd,Unavailable
55448,1992-12-25,536291,"Holland, Davis and Holden",Available
972955,1905-08-27,446758,Campos Group,Available
972963,2010-06-16,44246,Ortiz Inc,Available
186542,1975-07-01,704693,Murillo-Wilkinson,Available
55470,1924-03-17,434877,Horne-Hernandez,Available
710830,1993-05-21,252382,Johnson Group,Available
579763,1929-12-03,196029,Larson LLC,Available
55479,1921-08-06,453491,"Hall, Lowe and Conway",Available
317624,1905-12-11,44180,Jackson LLC,Available
579770,1934-07-13,714632,"Thornton, Blankenship and Robinson",Unavailable
186556,2014-01-02,422080,"Johnson, Mitchell and Vaughn",Available
710845,1989-05-09,192519,Thompson-Parker,Unavailable
317630,1912-06-07,147637,Walsh PLC,Unavailable
972993,2007-09-14,512665,Hancock LLC,Available
972994,1956-07-24,967780,"Schroeder, Bautista and Myers",Available
579778,1922-01-02,386207,Cline-Anderson,Unavailable
448712,1970-12-07,197330,Crawford-Garcia,Unavailable
579784,1900-06-17,585093,Gonzalez-Wagner,Unavailable
579785,1941-05-28,678102,"Hernandez, Campbell and Williams",Unavailable
55499,1975-01-09,893442,Gonzalez Ltd,Available
55498,1945-04-22,724515,Hernandez-Johnson,Unavailable
973008,1985-06-24,516232,Shea Ltd,Unavailable
448722,1997-01-29,380340,Trujillo-Graves,Available
579796,2015-08-06,464822,Carlson Ltd,Unavailable
448737,2010-01-29,288331,Phillips PLC,Unavailable
973026,1903-01-23,691022,Charles-Coffey,Available
55522,2002-11-18,877502,"Potter, Choi and Johnson",Unavailable
973028,1911-09-23,772652,"Hunter, Davis and Anderson",Available
579809,1910-05-09,130489,Perry Inc,Available
841960,1981-05-02,239135,"Blair, Gibson and Haley",Available
186600,1958-09-02,759085,"Meyer, Davis and Goodwin",Available
579820,1922-03-28,750173,"Noble, Perez and Patterson",Available
317678,1963-03-02,247420,Flynn-Daniels,Unavailable
448750,1984-11-15,467998,Montes-Scott,Available
55534,1930-01-07,712641,Russo LLC,Available
448754,1918-06-23,187724,Wagner-Phillips,Unavailable
186613,1924-01-30,564661,Roth PLC,Available
448770,1972-10-04,255176,Johnston Inc,Unavailable
710916,1966-01-08,773486,Brown Inc,Available
55557,1912-10-07,98610,"Ruiz, Drake and Green",Unavailable
579846,2015-07-29,552584,"Chandler, Lynch and Floyd",Available
710920,1987-03-18,898772,Martinez-Carrillo,Unavailable
842001,1943-02-26,26658,"Hayes, Hunt and Harrison",Available
579858,1972-10-25,699157,"Atkins, Miller and Carpenter",Available
973075,1908-02-08,866850,Carr PLC,Unavailable
448787,1932-03-17,928597,Barton-Avery,Unavailable
317717,1991-03-13,883781,Davis Group,Unavailable
55574,1967-04-23,648667,Liu-Pugh,Available
842009,1948-03-07,402619,"Gonzales, Wilson and Allen",Unavailable
186654,1923-03-11,563159,"Lewis, Fox and Cowan",Unavailable
448800,1967-08-08,38468,Blankenship and Sons,Available
186662,1970-10-05,388802,Hammond-Byrd,Available
186665,1930-09-01,993175,Vazquez-Hahn,Available
186670,1986-05-12,289465,Griffith-Sullivan,Available
710961,1979-03-01,715987,"King, Watkins and Zimmerman",Available
448819,1950-08-14,853051,Barker PLC,Available
186675,1916-06-26,643580,Armstrong-Roman,Unavailable
973109,1990-07-18,787937,Fields-Stephens,Available
448822,1979-08-17,833248,Rodriguez Inc,Unavailable
842039,1984-06-27,297550,"Rowe, Solis and Ho",Available
448824,1963-01-13,500388,"Welch, Mayo and Williams",Unavailable
448825,1920-11-28,428688,Pittman Ltd,Available
842040,1955-01-29,133022,Briggs Ltd,Available
448829,2016-12-03,798466,Frazier Inc,Unavailable
186687,2002-12-23,628595,Lee and Sons,Available
579906,1920-09-27,336217,"Marquez, Fitzgerald and Mitchell",Available
317763,1904-10-18,526889,"Huber, Jackson and Cunningham",Available
973124,1999-11-30,671212,Jacobs-Lamb,Unavailable
317764,1903-07-17,433023,Ferguson LLC,Unavailable
186693,2017-11-26,278535,Turner-Pena,Unavailable
317770,1975-11-20,804898,Rhodes and Sons,Unavailable
973134,2000-07-18,587509,"Clark, Olson and Peterson",Unavailable
842063,1964-07-10,409526,Dean Ltd,Available
710992,2022-01-27,913079,Stanton and Sons,Unavailable
55632,1931-05-24,912529,"Douglas, Sherman and Hunt",Available
579919,2002-02-11,319339,"Perez, Ellis and Anderson",Available
579926,1955-03-12,684138,Willis Inc,Available
711003,1964-04-24,649434,Hansen-Spence,Available
186719,1941-10-03,346535,Flores-Castro,Unavailable
711008,1949-12-31,863662,Gross-Williams,Available
973152,1972-02-22,713582,"Osborne, Miller and Landry",Unavailable
579936,1980-12-14,242037,Lewis and Sons,Available
842081,1933-07-22,319586,Rodriguez-Moss,Available
186720,1906-01-17,95068,Gomez-Jones,Unavailable
711021,1983-08-05,556001,"Matthews, Guzman and Landry",Available
186735,1925-07-18,977409,Haynes-Smith,Available
186738,1941-06-27,843875,"Macdonald, Adams and Robinson",Available
842103,1942-08-25,452298,Campbell and Sons,Unavailable
448890,1914-12-09,193588,"Johnson, Turner and Perez",Unavailable
842110,1901-01-07,270969,Robbins and Sons,Unavailable
55681,2020-07-22,552584,Lucas Group,Available
186767,1987-10-05,144132,"Jones, Mccoy and Wilson",Unavailable
317840,1941-02-15,26969,"Scott, Anderson and Russell",Available
579985,1950-04-11,665327,"Green, Paul and Sullivan",Available
55702,1987-07-21,283793,Willis and Sons,Available
186776,1916-07-16,883404,"Buck, Jones and Keith",Available
55706,1978-04-22,970906,Gomez PLC,Available
186781,2005-04-27,996263,"Curtis, Stephens and Roberts",Available
186782,1917-10-14,101867,"Morgan, Irwin and Velez",Unavailable
317860,1971-09-01,156938,"Dixon, Valenzuela and Wong",Available
317861,1931-10-07,680839,"Taylor, Parks and Carlson",Unavailable
448934,1978-01-30,532278,Morris PLC,Unavailable
842151,1936-10-27,674814,Harding-Sharp,Unavailable
186793,1956-04-21,702658,Ortega PLC,Available
580011,1939-03-15,309709,Hernandez-Burns,Unavailable
55723,1908-05-18,320027,"Roberts, Mcbride and Fox",Available
580022,2005-01-11,49851,Hernandez Group,Unavailable
186811,2010-12-24,479598,Sharp LLC,Unavailable
317883,1934-08-30,14013,"Becker, Ellis and Levy",Available
55741,1902-08-23,681889,"Miller, Sanders and Mcdaniel",Available
317892,1978-09-17,728633,King Ltd,Unavailable
317894,1971-05-12,691705,Wheeler-Goodwin,Unavailable
842185,1950-12-03,259242,Richardson Ltd,Unavailable
711113,2013-11-11,975911,Schultz Inc,Available
711115,1929-11-17,609508,Maldonado-Williams,Unavailable
448973,1963-04-22,978784,Golden Group,Unavailable
317903,1979-08-21,234508,Mendoza-Ross,Unavailable
973264,1961-05-17,397776,Jones-Castillo,Available
580049,1986-09-10,866666,Allen Group,Available
448986,1930-10-10,664212,"Williams, Durham and Rivera",Available
448992,1985-07-01,970129,Lopez-Evans,Unavailable
55777,1985-02-04,721778,"Carlson, Ponce and Morris",Unavailable
842216,2008-06-04,12048,Nelson-Rodgers,Available
317928,1991-10-27,491922,Jones-Valdez,Available
186856,1916-07-01,246646,Montgomery-Owens,Available
580078,1935-05-10,860569,Bond-Greene,Unavailable
55790,1973-11-23,777428,Carter and Sons,Available
317940,1985-05-04,637296,"Hopkins, Miller and Sutton",Available
973303,1952-05-03,471145,Acevedo-Hill,Available
186874,1906-05-02,971948,Smith LLC,Unavailable
711166,1994-12-23,128186,"Moody, Thompson and Glover",Available
711173,1978-07-06,775059,"Larson, Thompson and Baldwin",Available
449029,1906-10-07,173820,Villa Ltd,Available
973324,1968-12-09,576964,Lang-Miller,Available
55820,2016-01-10,956815,"Chapman, Johnson and Bailey",Unavailable
711182,1953-12-16,369775,Brown-Brown,Unavailable
842260,1913-04-25,70382,Cruz-Poole,Unavailable
317979,1952-09-29,371644,Lopez and Sons,Available
55836,1923-06-02,903753,"Walter, Terry and Hernandez",Available
55838,1968-12-31,713884,Cummings LLC,Unavailable
449055,1945-03-19,73017,"Knight, Munoz and Weaver",Available
449060,1979-05-02,782603,Beck Ltd,Available
580135,1902-05-30,24758,"Ryan, Mitchell and Taylor",Unavailable
449064,2008-06-23,621635,"Duarte, Patterson and Davis",Available
317992,1982-10-19,449649,Campbell-Hudson,Available
55850,1960-05-16,927273,Barron Ltd,Unavailable
449069,1902-06-19,71000,Walker-Phillips,Unavailable
580143,2005-03-05,867575,Oneill Ltd,Available
186927,1955-01-07,688883,"Cabrera, Gonzalez and Shepherd",Unavailable
973360,1902-07-06,640449,Mcbride Group,Available
842291,1974-07-28,438510,Francis Inc,Available
711221,2021-09-01,357677,Smith-Steele,Available
318007,1924-03-02,201849,Cruz-Burns,Unavailable
973370,1932-12-07,200117,Steele-Anderson,Available
449084,2017-01-25,490466,"Jensen, Smith and Juarez",Available
711232,2014-11-13,392506,Anderson LLC,Available
55878,2004-08-22,364648,Crosby-Goodman,Unavailable
318037,1902-12-03,199492,Valentine-Fleming,Available
55899,1924-05-08,647593,"Sanchez, Walker and Pena",Available
711272,1955-12-11,349443,"Chen, Ortiz and Wilson",Available
711276,1979-12-10,818835,Lee-Baldwin,Available
711277,1997-08-22,12128,Vazquez Ltd,Unavailable
318062,1997-12-05,520833,Chavez PLC,Available
973427,1921-02-22,733673,"Allen, Flowers and Thompson",Unavailable
449141,1907-02-01,483615,Porter-Kelly,Available
318069,1906-07-20,373644,"Rodriguez, Reynolds and Wise",Unavailable
55927,1909-01-25,406163,Santana Group,Available
449145,1951-05-12,520492,"Glass, Moore and Hamilton",Unavailable
187004,2019-11-12,48041,Boyer Inc,Unavailable
449148,1974-07-04,964438,Hill-Skinner,Available
449150,1902-12-31,752139,"Tyler, Moore and Riley",Unavailable
55944,1954-01-15,449045,Williams LLC,Available
973450,2009-02-09,237719,Ortega Ltd,Unavailable
187019,1983-08-03,953614,"Kline, Coleman and Jennings",Unavailable
842382,1988-04-07,425123,Gibson Inc,Unavailable
711324,2006-06-11,542292,Pacheco and Sons,Unavailable
187037,1908-03-21,450507,Forbes-Mcclure,Available
318113,1977-03-14,529781,Zimmerman and Sons,Unavailable
55971,1913-08-24,225209,Jones-Anderson,Unavailable
449187,2011-09-15,409526,"Nelson, Contreras and Duncan",Available
973478,1971-07-30,911715,Anderson-Reyes,Available
711335,1956-01-26,700238,Johnson and Sons,Available
187059,1920-11-01,220311,Mcfarland-Montoya,Unavailable
449204,1943-02-19,35877,Bender-Richards,Available
449205,1978-08-02,714396,Mckenzie-Hernandez,Available
580279,1981-07-20,962342,Rogers-Wilson,Available
187063,2016-10-25,686189,Torres PLC,Available
318143,1968-08-29,470758,Bryant-Foley,Available
187071,1910-04-05,213531,Brown Inc,Unavailable
973506,1977-03-31,716921,Morales Inc,Available
973507,1942-05-26,211216,Thompson-Green,Available
842436,1929-08-17,387993,"Harrison, Weaver and Odonnell",Available
56003,2010-07-02,379617,"Moore, Roberts and Holland",Available
842438,2013-07-16,494849,"Scott, Robinson and Taylor",Available
973511,1976-12-03,666201,"Wilkins, Wolfe and Wright",Unavailable
449224,1974-04-02,998222,Holmes-Lopez,Available
842439,2018-08-26,651390,"Shaw, Bates and Phillips",Unavailable
56008,1954-08-29,828351,Strickland Group,Available
449232,1914-03-23,247295,"Cross, Mullen and Gomez",Unavailable
318167,1954-03-30,220315,Watkins-Rodriguez,Available
711383,1936-04-23,21749,"Vaughan, Johnson and Terry",Unavailable
580314,1924-12-10,502174,Francis-Galvan,Available
318170,1967-07-25,886807,Gonzalez-Garcia,Unavailable
842469,1989-06-20,523180,Bates-May,Unavailable
449259,1932-07-02,284911,Wilson Group,Available
842483,1990-02-03,643507,Smith-Olsen,Unavailable
449271,1928-10-24,3563,Robertson PLC,Unavailable
56055,1983-05-27,588395,Molina-Dillon,Unavailable
449273,1974-04-11,276246,Weber PLC,Available
187132,2012-05-29,598122,"Diaz, Richards and Andersen",Unavailable
580351,1958-08-16,249073,"Schmitt, Noble and Mendez",Available
318214,2018-08-31,673186,"Hopkins, Whitehead and Williams",Available
56076,1904-11-30,73859,Mcneil Group,Available
318220,1908-02-19,463974,Wallace-Fitzpatrick,Unavailable
580366,1934-07-02,155007,Rich-Campbell,Unavailable
973585,2015-04-20,984532,Briggs-Wood,Available
187155,2002-08-16,821863,Lopez-Johnson,Unavailable
711443,1958-04-14,103253,Brown Group,Available
318228,2019-09-09,262465,"Scott, Hanson and Lane",Unavailable
318235,1918-03-23,895461,Savage-Jacobs,Available
449307,1995-02-21,12593,Schmitt and Sons,Unavailable
318242,1972-06-16,562603,Carr-Lewis,Available
187171,1982-01-09,708806,Herrera Ltd,Unavailable
711460,1957-12-01,727670,"Cruz, Yates and Austin",Unavailable
580390,1904-12-13,402250,Bernard LLC,Unavailable
449324,1959-06-24,790470,Kennedy-Alvarado,Available
711470,1979-08-12,862395,Edwards-Mckinney,Unavailable
56124,1939-10-01,476524,"Wheeler, Coffey and Rocha",Available
842558,2011-05-18,35941,Sullivan-Blackwell,Available
711486,1974-11-25,409108,"Gay, Dean and Melendez",Available
711488,1954-10-11,26658,"Delgado, White and Lopez",Unavailable
56133,1976-06-24,62119,Cain-Wallace,Unavailable
56134,1980-04-09,641715,"Robinson, Obrien and Schwartz",Unavailable
842570,1929-10-29,777739,"Matthews, Cole and Oneill",Available
711506,1988-06-26,868264,"Snyder, Chen and Cain",Unavailable
318291,1922-12-25,43363,Cortez-Bell,Available
56152,1951-05-26,164626,Cook-Foster,Unavailable
449372,1904-09-08,787112,Morgan-Hensley,Available
842588,1977-07-23,616931,Ingram Group,Unavailable
842589,2014-07-08,41327,Brown Group,Available
318305,1928-01-22,7768,"Wade, Fisher and Hoffman",Available
973668,1969-03-08,540885,Horn-Peterson,Unavailable
580454,2014-04-26,222609,"Bush, Salinas and Adams",Unavailable
580461,1986-03-05,673724,Cox-Hayes,Available
56174,2017-03-16,702100,"Lawson, Meadows and Le",Unavailable
580464,1942-06-11,872363,Perez-Evans,Available
449393,2003-03-17,836595,Garcia Inc,Available
842612,2015-08-24,163569,Moon-Larson,Available
318328,1939-12-07,205281,Vasquez-Johnson,Unavailable
973694,1921-08-21,548131,Serrano-Daniels,Unavailable
449407,1951-01-18,56351,Robinson-Padilla,Unavailable
580483,1945-07-17,394429,Barrett and Sons,Available
187267,1908-07-29,676956,"Marshall, Lane and Rojas",Unavailable
318341,2022-12-26,781795,Reese and Sons,Available
711561,2004-11-06,845080,Hamilton-Anderson,Available
56205,1901-11-14,925685,Collins-Chavez,Available
318351,2005-03-25,808001,Ryan Inc,Available
973717,1973-04-20,577975,West-Morris,Available
580505,1986-03-27,302332,Davis-Butler,Unavailable
318363,1981-09-28,169627,Duarte Ltd,Available
580508,1985-06-27,212799,Graham-Lamb,Unavailable
187293,1938-07-29,449845,Jackson PLC,Available
56225,1950-02-08,532691,"Crane, Williams and Williams",Unavailable
56226,1962-05-26,525864,"Wu, Adams and Miller",Available
318371,2012-05-19,841805,Arias Ltd,Unavailable
318369,1963-03-10,107968,"Joyce, Washington and Young",Unavailable
449447,1963-11-04,837772,Gonzalez-Mccormick,Available
973736,1925-06-26,895723,Ibarra-Flowers,Available
711604,1962-04-19,294969,"Turner, Schroeder and Hogan",Available
711605,1919-01-20,253258,Ochoa-Petersen,Unavailable
842679,1924-05-02,450507,Stanton-Baker,Unavailable
318392,1939-07-23,191206,Armstrong-Salas,Unavailable
580537,1992-10-02,586091,"Bailey, Rice and Maynard",Available
56249,1911-05-30,632792,Green Group,Available
711608,1954-05-28,885461,"Jensen, Johnson and Barber",Unavailable
973754,1948-10-30,654963,"Bauer, Smith and Holt",Available
449463,1957-10-20,509410,"Smith, Cummings and Kim",Available
56254,1947-03-10,486629,Howard-Jones,Unavailable
449471,1918-12-12,925088,Thompson Inc,Unavailable
842688,1919-07-05,988076,Berry-Stephenson,Available
56260,2013-05-21,582223,"Larson, Rodriguez and Glover",Unavailable
187337,1950-07-28,664212,"Wright, Aguilar and Knight",Available
842701,1982-11-10,459279,"Sutton, Figueroa and Romero",Available
842703,2016-02-17,763702,"Alvarez, Blackwell and Kelley",Unavailable
711635,1926-04-03,605950,Washington LLC,Unavailable
187348,1955-10-04,397965,Bradley Ltd,Unavailable
973783,1981-02-02,764111,Webb-Long,Unavailable
711640,1949-11-21,185664,"Jones, Arnold and Farrell",Unavailable
449498,1970-07-29,292192,Shannon and Sons,Unavailable
711644,1976-01-24,52998,"Ramirez, Cook and Morris",Available
449503,1971-01-30,44175,Coffey and Sons,Available
842720,1913-10-24,256320,Luna-Shepherd,Unavailable
711649,1949-08-27,286240,"Frederick, Johnson and Ray",Unavailable
187365,2009-12-24,7768,Coleman-Scott,Unavailable
449510,2015-01-15,998364,Franco-Ball,Unavailable
449514,1945-06-07,978070,Phillips PLC,Available
973802,2012-03-25,292192,Woods LLC,Unavailable
56300,1939-05-09,744128,"Hays, Rivera and Vaughn",Unavailable
711663,1917-11-11,604898,Hunter Inc,Unavailable
187376,1957-06-01,273880,"Robertson, West and James",Available
187384,1918-06-13,850313,"Martinez, Williamson and Sawyer",Unavailable
842744,1987-04-21,745345,Carney-Mendez,Available
56312,1962-12-18,560575,Moody and Sons,Available
580605,1963-11-28,493032,Ray Group,Unavailable
842752,1919-12-12,360622,"Conway, White and Baker",Unavailable
187397,1970-06-16,679735,Hurst Group,Unavailable
56329,1984-01-01,103955,Mahoney-James,Unavailable
56333,1904-08-14,991635,Wilson-Gonzalez,Unavailable
842767,1925-12-15,523061,Schwartz-Gonzalez,Available
842768,1985-01-30,251719,King Ltd,Available
449553,1935-12-10,25316,Berry-Haas,Unavailable
56337,1919-04-29,805331,"Hopkins, Wright and Moore",Unavailable
973843,1908-09-24,296164,Johnson-Baker,Available
318484,1977-09-30,62491,"Thompson, Schneider and Williams",Available
711700,1943-08-15,609508,"Fitzgerald, Porter and Anderson",Available
580630,1994-11-23,725240,Robertson-Cox,Unavailable
711704,1981-01-08,156694,Rose and Sons,Available
318492,1932-06-26,885364,Mullins and Sons,Unavailable
711713,1970-06-17,555894,Butler LLC,Available
187425,1972-08-02,577860,Gross LLC,Available
187426,1925-03-01,756807,"Brown, Johnston and Phillips",Unavailable
711721,2001-12-11,645513,Novak-Padilla,Available
973869,1940-01-10,493545,"Torres, Jones and Maldonado",Available
973870,1933-07-16,175894,King-Williams,Available
318513,1937-10-09,998133,"Bass, White and Bell",Available
187441,1997-11-15,28694,Mata-Brown,Unavailable
580666,2016-09-20,868914,Gallagher-Sherman,Available
842813,1930-03-15,408994,Johnson Ltd,Unavailable
187454,1904-05-13,358483,Watson LLC,Unavailable
318530,1952-11-25,402935,Kim and Sons,Available
449604,1960-02-04,40278,Lopez Ltd,Unavailable
187463,1950-01-08,676409,Curtis PLC,Available
711753,1941-09-27,291855,Rojas-Kramer,Available
842827,1981-11-26,719378,Burton PLC,Available
842829,1927-11-28,456055,White Group,Unavailable
449614,1910-07-11,337879,Hernandez-Morales,Unavailable
973902,2013-11-12,514359,Larson Inc,Unavailable
56399,1981-05-29,678102,"Richards, Moore and Reyes",Unavailable
318547,2019-07-31,831976,"Bryan, Newman and Floyd",Unavailable
318548,1936-12-17,667767,Bowen Group,Unavailable
842840,1927-01-01,229719,"Wilson, Grant and Wilkins",Available
318554,1945-11-26,780340,Hoffman-Bartlett,Unavailable
187483,1916-11-07,138232,"Thomas, Russell and Werner",Unavailable
973915,1939-10-06,840632,Evans and Sons,Available
56415,1983-01-06,167571,"Randolph, Wallace and Thompson",Unavailable
711777,1922-01-09,616715,Mercado and Sons,Unavailable
580705,2003-09-08,565306,Melton LLC,Unavailable
973923,2002-09-12,39464,Wood PLC,Unavailable
711778,1979-11-13,65302,Aguirre PLC,Unavailable
842855,1974-01-02,529781,Perez and Sons,Unavailable
449641,1951-08-02,151796,Lara Ltd,Available
973929,1905-12-31,82829,Harris Ltd,Unavailable
187499,2007-11-30,901285,Robinson-Wilson,Available
